@RELATION P2BotAgent

@ATTRIBUTE celda[8][10] NUMERIC
@ATTRIBUTE celda[9][10] NUMERIC
@ATTRIBUTE celda[9][11] NUMERIC
@ATTRIBUTE celda[10][10] NUMERIC
@ATTRIBUTE celda[11][10] NUMERIC
@ATTRIBUTE celda[10][11] NUMERIC
@ATTRIBUTE celda[11][11] NUMERIC
@ATTRIBUTE celda[10][12] NUMERIC
@ATTRIBUTE celda[11][12] NUMERIC
@ATTRIBUTE marioMode NUMERIC
@ATTRIBUTE coins NUMERIC
@ATTRIBUTE coinsGained NUMERIC
@ATTRIBUTE distancePassedCells NUMERIC
@ATTRIBUTE foso {1, 0}
@ATTRIBUTE obstaculo {1, 0}
@ATTRIBUTE enemys {1, 0}
@ATTRIBUTE coins_24 NUMERIC
@ATTRIBUTE timeLeft NUMERIC
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE ACTION {PARADO, SALTA, AVANZA, JUMP-ADVANCE}
@ATTRIBUTE cluster STRING
@data
-60, -60, -60, -60, -60, -60, -60, -60, -60, 1, 8, 0, 22, 0, 1, 0, 0, 196, -43, AVANZA, peligro
0, -60, -60, -60, -60, -60, -60, -60, -60, 1, 8, 0, 22, 0, 1, 0, 0, 196, -43, AVANZA, peligro
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 22, 0, 0, 0, 0, 196, -43, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 22, 0, 0, 0, 0, 196, -43, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 22, 0, 0, 0, 0, 196, -33, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 1, 8, 0, 22, 0, 0, 0, 0, 196, -33, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 23, 1, 0, 0, 0, 196, -33, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 23, 1, 0, 0, 0, 196, -33, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 23, 1, 0, 0, 0, 196, -33, JUMP-ADVANCE, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 23, 1, 0, 0, 0, 196, -33, JUMP-ADVANCE, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 23, 1, 0, 0, 0, 196, -33, AVANZA, peligro
0, 0, 0, 0, -60, 0, -60, 0, -60, 1, 8, 0, 23, 0, 0, 0, 0, 196, -33, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 1, 8, 0, 24, 0, 0, 0, 0, 195, -33, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 24, 0, 0, 0, 0, 195, -33, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 24, 0, 0, 0, 0, 195, -33, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 24, 0, 0, 0, 0, 195, -33, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 25, 0, 0, 0, 0, 195, -33, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 25, 0, 0, 0, 0, 195, -33, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 25, 0, 0, 0, 0, 195, -33, AVANZA, no_danger
2, 0, -24, -60, -60, -60, -60, -60, -60, 1, 11, 0, 26, 0, 1, 0, 0, 195, -33, JUMP-ADVANCE, peligro
2, 0, -24, -60, -60, -60, -60, -60, -60, 1, 11, 0, 26, 0, 1, 0, 0, 195, -33, AVANZA, peligro
2, 2, 2, 0, -60, -24, -60, -24, -60, 1, 11, 0, 26, 0, 0, 0, 0, 195, -33, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 1, 13, 2, 27, 0, 0, 0, 0, 195, -1, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 1, 13, 2, 27, 0, 0, 0, 2, 195, -1, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 1, 13, 2, 27, 0, 0, 0, 2, 195, -1, AVANZA, moneda
0, 0, 2, -24, -60, -24, -60, 0, -60, 1, 11, 4, 27, 0, 0, 0, 2, 195, 31, AVANZA, no_danger
2, 2, 2, -24, -60, 0, -60, 0, -60, 1, 15, 4, 28, 0, 0, 0, 4, 195, 31, AVANZA, moneda
2, 2, 2, -24, -60, 0, -60, 0, -60, 1, 15, 4, 28, 0, 0, 0, 4, 194, 31, AVANZA, moneda
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 13, 6, 28, 0, 0, 0, 4, 194, 63, AVANZA, no_danger
2, 2, 0, 0, -60, 0, -60, 0, 0, 1, 16, 6, 29, 0, 0, 0, 6, 194, 63, AVANZA, moneda
2, 2, 0, 0, -60, 0, -60, 0, 0, 1, 16, 6, 29, 0, 0, 0, 6, 194, 63, AVANZA, moneda
0, 0, 0, 0, -60, 0, -60, 0, 0, 1, 14, 8, 29, 0, 0, 0, 6, 194, 95, AVANZA, no_danger
0, 0, 0, 0, -60, 0, 0, 0, 0, 1, 16, 8, 30, 0, 0, 0, 8, 194, 95, AVANZA, no_danger
0, 0, 0, -60, -60, 0, 0, 0, 0, 1, 16, 8, 30, 0, 0, 0, 8, 194, 95, AVANZA, no_danger
0, 0, 0, -60, -60, 0, 0, 0, 0, 1, 16, 8, 30, 0, 0, 0, 8, 194, 95, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 8, 31, 1, 0, 0, 8, 194, 95, JUMP-ADVANCE, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 8, 31, 1, 0, 0, 8, 194, 95, JUMP-ADVANCE, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 8, 31, 1, 0, 0, 8, 194, 95, JUMP-ADVANCE, peligro
0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 16, 8, 32, 0, 0, 0, 8, 194, 95, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 16, 8, 32, 0, 0, 0, 8, 194, 95, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 16, 8, 32, 0, 0, 0, 8, 194, 95, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 19, 8, 33, 0, 0, 0, 8, 194, 95, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 19, 8, 33, 0, 0, 0, 8, 193, 95, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 19, 8, 33, 0, 0, 0, 8, 193, 95, AVANZA, no_danger
0, 0, 0, 2, 2, 2, 2, 2, 2, 1, 22, 8, 34, 0, 0, 0, 8, 193, 95, AVANZA, no_danger
0, 0, 0, 2, 2, 2, 2, 2, 2, 1, 22, 8, 34, 0, 0, 0, 8, 193, 95, AVANZA, no_danger
0, 0, 2, 2, -24, 2, -24, 2, 0, 1, 16, 9, 34, 0, 0, 0, 8, 193, 111, AVANZA, no_danger
2, 2, 2, -24, -60, 0, -60, 0, -60, 1, 18, 10, 35, 0, 0, 0, 7, 193, 127, AVANZA, moneda
2, 2, 2, -24, -60, 0, -60, 0, -60, 1, 18, 10, 35, 0, 0, 0, 8, 193, 127, AVANZA, moneda
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 17, 12, 35, 0, 0, 0, 8, 193, 159, AVANZA, no_danger
2, 2, 2, 0, -60, 0, -60, 80, -60, 1, 20, 12, 36, 0, 0, 0, 8, 193, 159, AVANZA, moneda
2, 2, 2, 0, -60, 0, -60, 80, -60, 1, 20, 12, 36, 0, 0, 0, 8, 193, 159, AVANZA, moneda
0, 0, 2, 0, -60, 0, -60, 80, -60, 1, 18, 14, 36, 0, 0, 0, 8, 193, 191, AVANZA, no_danger
2, 0, 80, -60, 0, -60, 0, -60, 0, 1, 21, 14, 37, 0, 0, 1, 8, 193, 191, JUMP-ADVANCE, peligro
2, 0, 80, -60, 0, -60, 0, -60, 0, 1, 21, 14, 37, 0, 0, 1, 8, 193, 191, AVANZA, peligro
2, 0, -24, -60, 0, -60, 0, -60, 0, 1, 23, 15, 38, 0, 1, 0, 8, 193, 207, JUMP-ADVANCE, peligro
2, 0, -24, -60, 0, -60, 0, -60, 0, 0, 23, 15, 38, 0, 1, 0, 7, 193, 165, JUMP-ADVANCE, peligro
2, 0, -24, -60, 0, -60, 0, -60, 0, 0, 23, 15, 38, 0, 1, 0, 7, 192, 165, AVANZA, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 0, 25, 15, 39, 0, 1, 0, 7, 192, 165, AVANZA, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 0, 25, 15, 39, 0, 1, 0, 7, 192, 165, JUMP-ADVANCE, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 0, 25, 15, 39, 0, 1, 0, 7, 192, 165, AVANZA, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 0, 24, 16, 39, 0, 1, 0, 7, 192, 181, AVANZA, peligro
0, 0, -24, -24, -60, -60, -60, -60, -60, 0, 23, 17, 39, 0, 1, 0, 8, 192, 197, AVANZA, peligro
0, 0, 0, 0, -24, -24, -60, 0, -60, 0, 27, 17, 39, 0, 0, 0, 9, 192, 197, AVANZA, no_danger
0, 0, 0, 0, -24, -24, -60, 0, -60, 0, 27, 17, 39, 0, 0, 0, 9, 192, 197, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 0, 27, 17, 40, 0, 0, 0, 9, 192, 197, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 0, 27, 17, 40, 0, 0, 0, 9, 192, 197, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 0, 27, 17, 40, 0, 0, 0, 9, 192, 197, AVANZA, no_danger
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 23, 17, 40, 0, 1, 0, 9, 192, 197, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 23, 17, 40, 0, 1, 0, 9, 192, 197, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 23, 17, 40, 0, 1, 0, 9, 192, 197, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 23, 17, 40, 0, 1, 0, 8, 192, 197, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 23, 17, 40, 0, 1, 0, 7, 191, 197, JUMP-ADVANCE, peligro
0, 0, 2, -24, -60, 0, -60, 0, -60, 0, 27, 17, 40, 0, 0, 0, 7, 191, 197, AVANZA, no_danger
0, 0, 2, 0, -24, 2, 0, 2, 0, 0, 31, 17, 40, 0, 0, 0, 5, 191, 197, AVANZA, no_danger
0, 0, 2, 0, -24, 2, 0, 2, 0, 0, 31, 17, 40, 0, 0, 0, 5, 191, 197, AVANZA, no_danger
0, 2, 2, 2, 0, 2, 0, 2, -24, 0, 31, 17, 41, 0, 0, 0, 5, 191, 197, AVANZA, moneda
0, 2, 2, 2, 0, 2, 0, 2, -24, 0, 31, 17, 41, 0, 0, 0, 3, 191, 197, AVANZA, moneda
0, 2, 2, 2, 0, 2, 0, 2, -24, 0, 31, 17, 41, 0, 0, 0, 3, 191, 197, AVANZA, moneda
2, 2, 2, 0, -60, 0, -60, -24, -60, 0, 27, 17, 41, 0, 0, 0, 3, 191, 197, AVANZA, moneda
2, 2, 2, 0, -60, 0, -60, -24, -60, 0, 27, 17, 41, 0, 0, 0, 2, 191, 197, AVANZA, moneda
2, 0, 2, 0, -60, 0, -60, -24, -60, 0, 26, 18, 41, 0, 0, 0, 2, 191, 213, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, 0, -60, 0, 26, 18, 42, 0, 0, 0, 3, 191, 213, AVANZA, moneda
2, 0, -24, -60, -60, -60, -60, -60, -60, 0, 22, 18, 42, 0, 1, 0, 3, 191, 213, AVANZA, peligro
2, 0, -24, -60, -60, -60, -60, -60, -60, 0, 22, 18, 42, 0, 1, 0, 3, 191, 213, AVANZA, peligro
2, 0, -24, -60, -60, -60, -60, -60, -60, 0, 22, 18, 42, 0, 1, 0, 3, 191, 213, AVANZA, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 18, 43, 0, 1, 0, 2, 191, 213, AVANZA, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 18, 43, 0, 1, 0, 1, 190, 213, AVANZA, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 18, 43, 0, 1, 0, 1, 190, 213, JUMP-ADVANCE, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 18, 43, 0, 1, 0, 1, 190, 213, JUMP-ADVANCE, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 18, 43, 0, 1, 0, 1, 190, 213, JUMP-ADVANCE, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 18, 43, 0, 1, 0, 1, 190, 213, AVANZA, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 18, 43, 0, 1, 0, 1, 190, 213, JUMP-ADVANCE, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 21, 19, 43, 0, 1, 0, 1, 190, 229, AVANZA, peligro
2, 0, 2, -24, -60, 0, -60, -24, -60, 0, 23, 21, 43, 0, 0, 0, 2, 190, 261, AVANZA, moneda
0, 2, 2, 0, -24, 2, 0, 2, -24, 0, 27, 21, 43, 0, 0, 0, 4, 190, 261, AVANZA, moneda
0, 0, 2, 0, -24, 2, 0, 2, -24, 0, 26, 22, 43, 0, 0, 0, 4, 190, 277, AVANZA, moneda
0, 0, 2, 0, -24, 2, 0, 2, -24, 0, 26, 22, 43, 0, 0, 0, 5, 190, 277, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 22, 22, 44, 0, 0, 0, 5, 190, 277, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 22, 22, 44, 0, 0, 0, 5, 190, 277, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 22, 22, 44, 0, 0, 0, 5, 190, 277, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 22, 22, 44, 0, 0, 0, 5, 190, 277, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 22, 22, 44, 0, 0, 0, 5, 189, 277, AVANZA, moneda
2, 0, 2, 0, -60, -24, -60, -24, -60, 0, 21, 23, 44, 0, 0, 0, 5, 189, 293, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 21, 23, 45, 0, 0, 0, 6, 189, 293, AVANZA, moneda
2, -24, -24, -60, -60, -60, -60, -60, -60, 0, 17, 23, 45, 0, 1, 0, 6, 189, 293, JUMP-ADVANCE, peligro
2, -24, -24, -60, -60, -60, -60, -60, -60, 0, 17, 23, 45, 0, 1, 0, 5, 189, 293, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 16, 24, 45, 0, 1, 0, 5, 189, 309, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 16, 24, 45, 0, 1, 0, 6, 189, 309, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 16, 24, 45, 0, 1, 0, 6, 189, 309, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 16, 24, 45, 0, 1, 0, 6, 189, 309, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 16, 24, 45, 0, 1, 0, 6, 189, 309, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 16, 24, 45, 0, 1, 0, 6, 189, 309, JUMP-ADVANCE, peligro
2, 0, 2, -24, -60, -24, -60, 0, -60, 0, 19, 25, 45, 0, 0, 0, 6, 189, 325, AVANZA, moneda
2, 0, 2, -24, -60, -24, -60, 0, -60, 0, 19, 25, 45, 0, 0, 0, 7, 189, 325, AVANZA, moneda
0, 0, 2, -24, -60, -24, -60, 0, -60, 0, 18, 26, 45, 0, 0, 0, 7, 189, 341, AVANZA, no_danger
0, 0, 2, -24, -60, -24, -60, 80, -60, 0, 18, 26, 45, 0, 0, 0, 8, 189, 341, AVANZA, no_danger
2, 2, 2, -24, -60, 80, -60, 0, -60, 0, 17, 26, 46, 0, 0, 1, 8, 188, 341, AVANZA, peligro
2, 2, 2, -24, -60, 80, -60, 0, -60, 0, 17, 26, 46, 0, 0, 1, 7, 188, 341, JUMP-ADVANCE, peligro
2, 2, 2, -24, -60, 80, -60, 0, -60, 0, 17, 26, 46, 0, 0, 1, 5, 188, 341, AVANZA, peligro
2, 2, 2, -24, -60, 80, -60, 0, -60, 0, 17, 26, 46, 0, 0, 1, 5, 188, 341, AVANZA, peligro
2, 2, 2, -24, -60, 80, -60, 0, -60, 0, 17, 26, 46, 0, 0, 1, 4, 188, 341, JUMP-ADVANCE, peligro
2, 0, 2, -24, -60, 80, -60, 0, -60, 0, 16, 27, 46, 0, 0, 1, 4, 188, 357, AVANZA, peligro
2, 2, 0, 80, -60, 0, -60, -60, -60, 0, 14, 28, 47, 0, 0, 1, 5, 188, 373, AVANZA, peligro
0, 2, 0, 2, 80, 0, 0, 0, -60, 0, 15, 29, 47, 0, 0, 0, 6, 188, 389, AVANZA, moneda
0, 2, 0, 2, 80, 0, 0, 0, -60, 0, 15, 29, 47, 0, 0, 0, 7, 188, 389, AVANZA, moneda
0, 0, 0, 80, -60, 0, -60, -60, -60, 0, 12, 31, 47, 0, 0, 1, 7, 188, 421, JUMP-ADVANCE, peligro
0, 0, 0, 0, -60, -60, -60, -60, -60, 0, 11, 31, 48, 0, 0, 0, 9, 188, 421, AVANZA, no_danger
0, 0, -60, -60, -60, -60, -60, -60, -60, 0, 7, 31, 48, 0, 1, 0, 8, 188, 431, JUMP-ADVANCE, peligro
0, 0, 0, 0, -60, -60, -60, -60, -60, 0, 11, 31, 48, 0, 0, 0, 8, 188, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 11, 31, 49, 0, 0, 0, 8, 188, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 11, 31, 49, 0, 0, 0, 8, 188, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 11, 31, 49, 0, 0, 0, 7, 187, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 11, 31, 50, 0, 0, 0, 7, 187, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 11, 31, 50, 0, 0, 0, 7, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 11, 31, 50, 0, 0, 0, 7, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 11, 31, 50, 0, 0, 0, 7, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 14, 31, 51, 0, 0, 0, 7, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 14, 31, 51, 0, 0, 0, 6, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 14, 31, 51, 0, 0, 0, 6, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, 0, -60, 0, 15, 31, 52, 0, 0, 0, 5, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, 0, -60, 0, 15, 31, 52, 0, 0, 0, 5, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, 0, -60, 0, 15, 31, 52, 0, 0, 0, 5, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, 0, -60, 0, -60, 0, 16, 31, 53, 0, 0, 0, 5, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, 0, -60, 0, -60, 0, 16, 31, 53, 0, 0, 0, 5, 187, 431, AVANZA, no_danger
0, 0, 0, -60, -60, 0, -60, 0, -60, 0, 16, 31, 53, 0, 0, 0, 5, 187, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 15, 31, 54, 0, 0, 0, 5, 187, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 15, 31, 54, 0, 0, 0, 4, 186, 431, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 15, 31, 54, 0, 0, 0, 3, 186, 431, AVANZA, no_danger
0, 0, 0, 80, -60, 80, -60, 0, -60, 0, 13, 31, 55, 0, 0, 1, 2, 186, 431, AVANZA, peligro
0, 0, 0, 80, -60, 0, -60, 0, -60, 0, 13, 31, 55, 0, 0, 1, 2, 186, 431, AVANZA, peligro
0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 13, 31, 55, 0, 0, 0, 0, 186, 431, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, -24, -60, 0, 11, 31, 56, 0, 0, 0, 0, 186, 431, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, -24, -60, 0, 11, 31, 56, 0, 0, 0, 0, 186, 431, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, -24, -60, 0, 11, 31, 56, 0, 0, 0, 0, 186, 431, AVANZA, no_danger
0, 0, 0, 0, 0, -24, -60, -24, -60, 0, 9, 31, 57, 0, 0, 0, 0, 186, 431, AVANZA, no_danger
0, 0, -24, 0, -60, -60, -60, -60, -60, 0, 9, 31, 57, 0, 1, 0, 0, 186, 431, AVANZA, peligro
0, 0, -24, 0, -60, -60, -60, -60, -60, 0, 9, 31, 57, 0, 1, 0, 0, 186, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 186, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 186, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 186, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 186, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, AVANZA, peligro
